asupra,asupră,cu,către,cătră,de,dedesubtul,despre,dimprejurul,din,dinaintea,dinapoia,dindărătul,dinspre,dintre,dintru,dupe,dupre,după,făr,fără,la,lângă,mpotriva,mprejurul,n,naintea,nspre,pe,pentru,per,peste,pintre,prejurul,primprejurul,prin,printre,pro,pân,până,pă,pănă,spre,sub,împotriva,împrejurul,în,înaintea,înapoia,înde,îndărătul,înlăuntrul,înspre,între,întru,înăuntrul,authorCode
0.000000,0.000000,0.0266272,0.000000,0.00118343,0.0431953,0.000000,0.00059172,0.000000,0.0112426,0.000000,0.000000,0.000000,0.000000,0.00059172,0.000000,0.000000,0.000000,0.00295858,0.000000,0.00059172,0.0189349,0.00059172,0.000000,0.000000,0.00295858,0.000000,0.000000,0.0159763,0.00118343,0.000000,0.00177515,0.000000,0.000000,0.000000,0.0035503,0.000000,0.000000,0.000000,0.00236686,0.000000,0.000000,0.00177515,0.000000,0.000000,0.000000,0.0159763,0.000000,0.000000,0.000000,0.000000,0.000000,0.00059172,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0169984,0.000000,0.000000,0.0362335,0.000000,0.00044733,0.000000,0.00872288,0.00044733,0.00022366,0.000000,0.00022366,0.00067099,0.00044733,0.000000,0.000000,0.00268396,0.000000,0.00067099,0.0140908,0.00111832,0.000000,0.000000,0.00313129,0.000000,0.000000,0.0154328,0.00111832,0.000000,0.00111832,0.000000,0.000000,0.000000,0.00089465,0.000000,0.000000,0.00022366,0.00089465,0.000000,0.000000,0.00201297,0.00022366,0.00022366,0.00022366,0.0140908,0.00022366,0.000000,0.000000,0.000000,0.000000,0.000000,0.00044733,0.000000,0.000000,0
0.000000,0.000000,0.0113544,0.000000,0.000000,0.026764,0.000000,0.00162206,0.000000,0.00729927,0.000000,0.000000,0.000000,0.000000,0.00162206,0.000000,0.000000,0.000000,0.00081103,0.000000,0.00081103,0.0251419,0.00162206,0.000000,0.000000,0.00729927,0.000000,0.000000,0.0121654,0.00405515,0.000000,0.00081103,0.000000,0.000000,0.000000,0.00162206,0.000000,0.000000,0.000000,0.00324412,0.000000,0.000000,0.00162206,0.000000,0.000000,0.000000,0.0113544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00162206,0.000000,0.000000,0
0.00037286,0.000000,0.0186428,0.000000,0.000000,0.0480984,0.000000,0.00111857,0.000000,0.0115585,0.000000,0.000000,0.000000,0.000000,0.00037286,0.000000,0.000000,0.000000,0.00521999,0.000000,0.00149142,0.0264728,0.00074571,0.000000,0.000000,0.0033557,0.000000,0.000000,0.0152871,0.00260999,0.000000,0.00186428,0.000000,0.000000,0.000000,0.00260999,0.00037286,0.000000,0.000000,0.0033557,0.000000,0.000000,0.00298285,0.00074571,0.00037286,0.000000,0.0201342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.00037161,0.000000,0.0159792,0.000000,0.00037161,0.0349312,0.000000,0.000000,0.000000,0.00334448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00445931,0.000000,0.00111483,0.00854701,0.000000,0.000000,0.000000,0.00631735,0.000000,0.000000,0.0182088,0.00185805,0.000000,0.00222965,0.000000,0.000000,0.000000,0.00297287,0.000000,0.000000,0.00074322,0.00185805,0.000000,0.000000,0.000000,0.00074322,0.000000,0.000000,0.0141211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0179949,0.000000,0.000000,0.0308483,0.000000,0.000000,0.000000,0.00514139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00128535,0.0179949,0.000000,0.000000,0.000000,0.00514139,0.000000,0.000000,0.00771208,0.00128535,0.000000,0.000000,0.000000,0.000000,0.000000,0.00128535,0.000000,0.000000,0.00128535,0.00128535,0.000000,0.000000,0.00128535,0.00128535,0.000000,0.000000,0.0154242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0182094,0.000000,0.000000,0.0318665,0.000000,0.000000,0.000000,0.00758725,0.000000,0.000000,0.000000,0.000000,0.00455235,0.000000,0.000000,0.000000,0.000000,0.000000,0.00151745,0.0212443,0.00151745,0.000000,0.000000,0.00455235,0.000000,0.000000,0.0227618,0.0060698,0.000000,0.0030349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00151745,0.000000,0.000000,0.0060698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0244898,0.000000,0.000000,0.0363265,0.000000,0.000000,0.000000,0.00489796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00489796,0.000000,0.00244898,0.0134694,0.000000,0.000000,0.000000,0.00938776,0.000000,0.000000,0.0146939,0.00040816,0.000000,0.00040816,0.000000,0.000000,0.000000,0.00163265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00367347,0.00122449,0.000000,0.000000,0.0183674,0.00040816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.00025079,0.000000,0.0148468,0.00010032,0.000000,0.0345589,0.000000,0.00035111,0.000000,0.00631991,5.016e-05,0.000000,0.000000,5.016e-05,0.00010032,0.000000,0.000000,0.000000,0.00336059,0.000000,0.00245774,0.0150976,0.0006019,0.000000,0.000000,0.00391232,0.000000,0.000000,0.0131916,0.00341074,5.016e-05,0.0006019,0.000000,0.000000,0.000000,0.00120379,0.000000,0.000000,0.000000,0.0015549,0.000000,0.000000,0.00020063,0.00075237,0.000000,5.016e-05,0.0171039,0.00025079,0.000000,0.000000,0.000000,0.000000,0.000000,0.00035111,0.000000,0.000000,1
0.00026096,0.000000,0.0132437,0.00019572,0.000000,0.0396007,0.000000,0.0006524,0.000000,0.00822025,0.000000,0.000000,0.000000,0.000000,0.00013048,0.000000,0.000000,0.000000,0.00274008,0.000000,0.00371868,0.0129175,0.00045668,0.000000,0.000000,0.00345772,0.000000,0.000000,0.0122651,0.00215292,0.000000,0.00137004,0.000000,0.000000,0.000000,0.00208768,0.000000,0.000000,0.000000,0.00156576,6.524e-05,0.000000,0.00058716,0.00091336,0.000000,0.000000,0.0209421,0.00052192,0.000000,0.000000,0.000000,0.000000,0.000000,0.00058716,0.000000,6.524e-05,1
0.00030157,0.000000,0.0211098,0.000000,0.000000,0.0316647,0.000000,0.000000,0.000000,0.00542823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00241255,0.000000,0.00060314,0.000000,0.00241255,0.0186972,0.000000,0.000000,0.000000,0.00422195,0.000000,0.000000,0.013269,0.00120627,0.000000,0.00060314,0.000000,0.000000,0.000000,0.00180941,0.00030157,0.000000,0.000000,0.000000,0.000000,0.000000,0.00030157,0.00060314,0.000000,0.000000,0.0229192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00030157,0.000000,0.000000,1
0.000000,0.000000,0.0268129,0.000000,0.000000,0.0383912,0.000000,0.000000,0.000000,0.0140158,0.00121877,0.000000,0.000000,0.000000,0.000000,0.000000,0.00121877,0.000000,0.00182815,0.000000,0.00304692,0.00975015,0.000000,0.000000,0.000000,0.00243754,0.000000,0.000000,0.0170628,0.00182815,0.000000,0.000000,0.000000,0.000000,0.000000,0.00060938,0.00121877,0.000000,0.000000,0.000000,0.000000,0.000000,0.00121877,0.00304692,0.000000,0.00060938,0.0262035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00060938,0.000000,0.000000,1
0.00076278,0.000000,0.0194508,0.00038139,0.000000,0.0469108,0.000000,0.00076278,0.000000,0.01373,0.000000,0.000000,0.000000,0.000000,0.00114416,0.000000,0.000000,0.000000,0.00190694,0.000000,0.00343249,0.0148741,0.00228833,0.000000,0.000000,0.00419527,0.000000,0.000000,0.0240275,0.000000,0.000000,0.00114416,0.000000,0.000000,0.000000,0.00114416,0.00038139,0.000000,0.000000,0.00419527,0.000000,0.000000,0.000000,0.00152555,0.000000,0.000000,0.0179253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
