asupra,asupră,cu,către,cătră,de,dedesubtul,despre,dimprejurul,din,dinaintea,dinapoia,dindărătul,dinspre,dintre,dintru,dupe,dupre,după,făr,fără,la,lângă,mpotriva,mprejurul,n,naintea,nspre,pe,pentru,per,peste,pintre,prejurul,primprejurul,prin,printre,pro,pân,până,pă,pănă,spre,sub,împotriva,împrejurul,în,înaintea,înapoia,înde,îndărătul,înlăuntrul,înspre,între,întru,înăuntrul,authorCode
0.000000,0.000000,0.0126354,0.00049229,0.000000,0.0370857,0.000000,0.00082048,0.000000,0.00738431,0.00032819,0.0001641,0.000000,0.0001641,0.0001641,0.000000,0.000000,0.000000,0.00229734,0.000000,0.00082048,0.018871,0.00114867,0.000000,0.000000,0.00344601,0.000000,0.000000,0.0146045,0.00295372,0.000000,0.00049229,0.000000,0.000000,0.0001641,0.00114867,0.000000,0.000000,0.00032819,0.00213325,0.000000,0.000000,0.0001641,0.00049229,0.000000,0.000000,0.0126354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0001641,0.000000,0.000000,0
0.00061856,0.000000,0.0123711,0.000000,0.00020619,0.0371134,0.000000,0.00020619,0.000000,0.0101031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00412371,0.000000,0.00082474,0.0154639,0.00041237,0.000000,0.000000,0.00474227,0.000000,0.000000,0.0226804,0.00082474,0.000000,0.00123711,0.000000,0.000000,0.000000,0.00123711,0.000000,0.000000,0.000000,0.00453608,0.000000,0.000000,0.00061856,0.00226804,0.000000,0.000000,0.0146392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00020619,0.000000,0
0.000000,0.000000,0.01875,0.00039062,0.000000,0.0417969,0.000000,0.00507812,0.000000,0.00664062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00585938,0.000000,0.000000,0.0113281,0.0015625,0.000000,0.000000,0.0046875,0.000000,0.000000,0.0128906,0.00234375,0.000000,0.00195312,0.000000,0.000000,0.000000,0.00195312,0.000000,0.000000,0.000000,0.003125,0.000000,0.000000,0.00039062,0.00039062,0.000000,0.000000,0.0167969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00039062,0.00039062,0.000000,0
0.000000,0.000000,0.0153242,0.000000,0.000000,0.0447937,0.000000,0.000000,0.000000,0.0043222,0.000000,0.000000,0.000000,0.000000,0.00039293,0.000000,0.000000,0.000000,0.00196464,0.000000,0.00117878,0.0196464,0.000000,0.000000,0.000000,0.00628684,0.000000,0.000000,0.0133595,0.00157171,0.000000,0.00078585,0.000000,0.000000,0.000000,0.00157171,0.000000,0.000000,0.00039293,0.00235756,0.000000,0.000000,0.00039293,0.000000,0.000000,0.000000,0.0129666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.00051948,0.000000,0.0285714,0.000000,0.000000,0.0363636,0.000000,0.000000,0.000000,0.00935065,0.00051948,0.000000,0.000000,0.000000,0.00155844,0.000000,0.000000,0.000000,0.00363636,0.000000,0.0025974,0.0145454,0.000000,0.000000,0.000000,0.00363636,0.000000,0.000000,0.014026,0.00155844,0.000000,0.00051948,0.000000,0.000000,0.000000,0.00051948,0.00103896,0.000000,0.000000,0.00103896,0.000000,0.000000,0.00051948,0.00051948,0.000000,0.000000,0.0181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00207792,0.000000,0.000000,0
0.00023702,0.000000,0.0132733,0.00023702,0.000000,0.0348424,0.000000,0.00047405,0.000000,0.0061626,0.000000,0.000000,0.000000,0.000000,0.00118511,0.000000,0.000000,0.000000,0.00331832,0.000000,0.00071107,0.0184878,0.000000,0.000000,0.000000,0.00497748,0.000000,0.000000,0.0137473,0.00118511,0.000000,0.00094809,0.00023702,0.000000,0.000000,0.00118511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00023702,0.00023702,0.000000,0.000000,0.0118511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00071107,0.000000,0.000000,0
0.000000,0.000000,0.0065445,0.000000,0.000000,0.039267,0.000000,0.0013089,0.000000,0.0143979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0052356,0.0026178,0.0013089,0.0143979,0.0013089,0.000000,0.000000,0.0091623,0.000000,0.000000,0.0104712,0.0013089,0.000000,0.000000,0.000000,0.000000,0.000000,0.0013089,0.000000,0.000000,0.000000,0.0026178,0.000000,0.000000,0.0039267,0.0039267,0.000000,0.000000,0.013089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0195567,0.000000,0.000000,0.0404172,0.000000,0.000000,0.000000,0.0169491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00260756,0.000000,0.000000,0.0430248,0.000000,0.000000,0.000000,0.0065189,0.000000,0.000000,0.0169491,0.00130378,0.000000,0.00391134,0.000000,0.000000,0.000000,0.00260756,0.000000,0.000000,0.000000,0.000000,0.000000,0.00130378,0.000000,0.000000,0.000000,0.000000,0.0143416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0136506,0.000000,0.000000,0.036603,0.000000,0.00096642,0.000000,0.0059193,0.000000,0.000000,0.000000,0.000000,0.0002416,0.000000,0.000000,0.000000,0.00350326,0.0001208,0.00096642,0.0155835,0.00096642,0.000000,0.000000,0.00434888,0.000000,0.000000,0.0148587,0.00350326,0.000000,0.00169123,0.000000,0.000000,0.000000,0.0002416,0.0001208,0.000000,0.00072481,0.00265765,0.000000,0.000000,0.0002416,0.0002416,0.0001208,0.000000,0.013409,0.00036241,0.000000,0.000000,0.000000,0.000000,0.0002416,0.0002416,0.000000,0.000000,0
0.000000,0.000000,0.0167106,0.000000,0.000000,0.0351803,0.000000,0.00087951,0.000000,0.00879507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00615655,0.000000,0.00263852,0.0105541,0.00175901,0.000000,0.000000,0.00615655,0.000000,0.000000,0.0193492,0.00263852,0.000000,0.00175901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00263852,0.000000,0.000000,0.00175901,0.000000,0.000000,0.000000,0.0202287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00087951,0.000000,0
