asupra,asupră,cu,către,cătră,de,dedesubtul,despre,dimprejurul,din,dinaintea,dinapoia,dindărătul,dinspre,dintre,dintru,dupe,dupre,după,făr,fără,la,lângă,mpotriva,mprejurul,n,naintea,nspre,pe,pentru,per,peste,pintre,prejurul,primprejurul,prin,printre,pro,pân,până,pă,pănă,spre,sub,împotriva,împrejurul,în,înaintea,înapoia,înde,îndărătul,înlăuntrul,înspre,între,întru,înăuntrul,authorCode
0.000000,0.000000,0.018992,0.000000,0.000000,0.0423667,0.000000,0.000000,0.000000,0.00803506,0.00073046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0036523,0.000000,0.000000,0.0182615,0.00219138,0.000000,0.000000,0.00438276,0.000000,0.000000,0.00438276,0.0036523,0.000000,0.000000,0.000000,0.000000,0.000000,0.00073046,0.000000,0.000000,0.000000,0.00073046,0.000000,0.000000,0.000000,0.00073046,0.000000,0.000000,0.00657414,0.00219138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.00011132,0.000000,0.0177001,0.000000,0.000000,0.0447512,0.000000,0.00066793,0.000000,0.0083491,0.00033396,0.000000,0.000000,0.000000,0.00022264,0.000000,0.000000,0.000000,0.00434153,0.000000,0.00200378,0.0203718,0.00077925,0.000000,0.000000,0.00289436,0.000000,0.000000,0.0130246,0.00189246,0.000000,0.00111321,0.000000,0.000000,0.000000,0.00244907,0.00011132,0.000000,0.00022264,0.00244907,0.000000,0.000000,0.00111321,0.00055661,0.000000,0.000000,0.0138038,0.00011132,0.000000,0.00011132,0.000000,0.000000,0.00011132,0.00089057,0.000000,0.000000,0
0.0003391,0.000000,0.00983384,0.000000,0.000000,0.0451,0.000000,0.0003391,0.000000,0.00474737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00237369,0.000000,0.0003391,0.0176331,0.0006782,0.000000,0.000000,0.00339098,0.000000,0.000000,0.0145812,0.00237369,0.000000,0.0006782,0.000000,0.000000,0.000000,0.00101729,0.000000,0.000000,0.0003391,0.00135639,0.000000,0.000000,0.00101729,0.000000,0.000000,0.000000,0.0152594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0003391,0.000000,0
0.00010471,0.000000,0.0163874,0.00041885,0.000000,0.0404712,0.000000,0.00073298,0.000000,0.00596859,0.00020942,0.000000,0.000000,0.000000,0.00036649,0.000000,0.000000,0.000000,0.00319372,0.00010471,0.00136126,0.013822,0.00041885,0.000000,0.000000,0.00387435,0.000000,0.000000,0.0139791,0.00256545,0.000000,0.00146597,0.000000,0.000000,0.000000,0.00146597,0.0004712,0.000000,0.00010471,0.00230366,0.000000,0.000000,0.00057592,0.00031414,5.236e-05,0.000000,0.0146597,0.00078534,0.000000,5.236e-05,0.000000,5.236e-05,5.236e-05,0.0004712,0.00026178,0.000000,0
0.0001234,0.000000,0.019003,0.000000,0.000000,0.042078,0.000000,0.00061698,0.000000,0.00987167,0.00061698,0.000000,0.000000,0.000000,0.00024679,0.000000,0.000000,0.000000,0.00481244,0.000000,0.00086377,0.0213475,0.00061698,0.000000,0.000000,0.00394867,0.000000,0.000000,0.0169052,0.00197433,0.000000,0.00061698,0.000000,0.000000,0.000000,0.0028381,0.00061698,0.000000,0.000000,0.00333169,0.000000,0.000000,0.00049358,0.00049358,0.000000,0.00024679,0.0197433,0.0001234,0.000000,0.000000,0.000000,0.000000,0.000000,0.00037019,0.000000,0.000000,0
0.00019073,0.000000,0.0141141,0.000000,0.000000,0.0440587,0.000000,0.00038146,0.000000,0.00514972,0.00038146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00381461,0.000000,0.00133511,0.0188823,0.000000,0.000000,0.000000,0.00476826,0.000000,0.000000,0.0131604,0.00057219,0.000000,0.00171657,0.000000,0.000000,0.000000,0.00228877,0.000000,0.000000,0.00019073,0.00209804,0.000000,0.000000,0.00019073,0.00076292,0.00019073,0.00019073,0.0137326,0.00133511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0154278,0.000000,0.000000,0.0322581,0.000000,0.00140252,0.000000,0.0140252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00420757,0.000000,0.000000,0.00841515,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0.0182328,0.00420757,0.000000,0.00140252,0.00701262,0.000000,0.000000,0.00280505,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0.00140252,0.000000,0.000000,0.000000,0.0196353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0
0.000000,0.000000,0.0181738,0.00044326,0.000000,0.0398936,0.000000,0.000000,0.000000,0.00930851,0.000000,0.000000,0.000000,0.000000,0.00088652,0.000000,0.000000,0.000000,0.00221631,0.000000,0.00132979,0.0164007,0.00044326,0.000000,0.000000,0.0035461,0.000000,0.000000,0.0199468,0.000000,0.000000,0.00044326,0.000000,0.000000,0.000000,0.00221631,0.00088652,0.000000,0.000000,0.0035461,0.000000,0.000000,0.00310284,0.00044326,0.000000,0.000000,0.0283688,0.00088652,0.000000,0.000000,0.000000,0.000000,0.000000,0.00044326,0.000000,0.000000,1
0.0004562,0.000000,0.0250912,0.0004562,0.000000,0.0456204,0.000000,0.0004562,0.000000,0.00958029,0.000000,0.000000,0.000000,0.000000,0.00228102,0.000000,0.000000,0.000000,0.00182482,0.000000,0.00228102,0.0196168,0.00091241,0.000000,0.000000,0.00273723,0.000000,0.000000,0.0168796,0.00136861,0.000000,0.00182482,0.000000,0.000000,0.000000,0.0004562,0.00091241,0.000000,0.00136861,0.00410584,0.000000,0.000000,0.0004562,0.0004562,0.000000,0.0004562,0.0132299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.0283784,0.00067568,0.000000,0.0337838,0.000000,0.00067568,0.000000,0.00608108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00405405,0.000000,0.00405405,0.00675676,0.000000,0.000000,0.000000,0.00202703,0.000000,0.000000,0.0175676,0.00202703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00135135,0.000000,0.000000,0.00135135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025,0.00135135,0.000000,0.000000,0.000000,0.000000,0.000000,0.00405405,0.000000,0.000000,1
