asupra,asupră,cu,către,cătră,de,dedesubtul,despre,dimprejurul,din,dinaintea,dinapoia,dindărătul,dinspre,dintre,dintru,dupe,dupre,după,făr,fără,la,lângă,mpotriva,mprejurul,n,naintea,nspre,pe,pentru,per,peste,pintre,prejurul,primprejurul,prin,printre,pro,pân,până,pă,pănă,spre,sub,împotriva,împrejurul,în,înaintea,înapoia,înde,îndărătul,înlăuntrul,înspre,între,întru,înăuntrul,authorCode
0.000000,0.000000,0.0179949,0.000000,0.000000,0.0308483,0.000000,0.000000,0.000000,0.00514139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00128535,0.0179949,0.000000,0.000000,0.000000,0.00514139,0.000000,0.000000,0.00771208,0.00128535,0.000000,0.000000,0.000000,0.000000,0.000000,0.00128535,0.000000,0.000000,0.00128535,0.00128535,0.000000,0.000000,0.00128535,0.00128535,0.000000,0.000000,0.0154242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.00010471,0.000000,0.0163874,0.00041885,0.000000,0.0404712,0.000000,0.00073298,0.000000,0.00596859,0.00020942,0.000000,0.000000,0.000000,0.00036649,0.000000,0.000000,0.000000,0.00319372,0.00010471,0.00136126,0.013822,0.00041885,0.000000,0.000000,0.00387435,0.000000,0.000000,0.0139791,0.00256545,0.000000,0.00146597,0.000000,0.000000,0.000000,0.00146597,0.0004712,0.000000,0.00010471,0.00230366,0.000000,0.000000,0.00057592,0.00031414,5.236e-05,0.000000,0.0146597,0.00078534,0.000000,5.236e-05,0.000000,5.236e-05,5.236e-05,0.0004712,0.00026178,0.000000,0
0.000000,0.000000,0.0154278,0.000000,0.000000,0.0322581,0.000000,0.00140252,0.000000,0.0140252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00420757,0.000000,0.000000,0.00841515,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0.0182328,0.00420757,0.000000,0.00140252,0.00701262,0.000000,0.000000,0.00280505,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0.00140252,0.000000,0.000000,0.000000,0.0196353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00140252,0.000000,0.000000,0
0.000000,0.000000,0.0176678,0.00070671,0.000000,0.0466431,0.000000,0.000000,0.000000,0.00706714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004947,0.000000,0.00141343,0.0183746,0.00212014,0.000000,0.000000,0.00212014,0.000000,0.000000,0.0162544,0.000000,0.000000,0.00070671,0.000000,0.000000,0.000000,0.00070671,0.000000,0.000000,0.000000,0.00212014,0.000000,0.00070671,0.00070671,0.000000,0.000000,0.000000,0.0190813,0.00070671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0126354,0.00049229,0.000000,0.0370857,0.000000,0.00082048,0.000000,0.00738431,0.00032819,0.0001641,0.000000,0.0001641,0.0001641,0.000000,0.000000,0.000000,0.00229734,0.000000,0.00082048,0.018871,0.00114867,0.000000,0.000000,0.00344601,0.000000,0.000000,0.0146045,0.00295372,0.000000,0.00049229,0.000000,0.000000,0.0001641,0.00114867,0.000000,0.000000,0.00032819,0.00213325,0.000000,0.000000,0.0001641,0.00049229,0.000000,0.000000,0.0126354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0001641,0.000000,0.000000,0
0.000000,0.000000,0.0065445,0.000000,0.000000,0.039267,0.000000,0.0013089,0.000000,0.0143979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0052356,0.0026178,0.0013089,0.0143979,0.0013089,0.000000,0.000000,0.0091623,0.000000,0.000000,0.0104712,0.0013089,0.000000,0.000000,0.000000,0.000000,0.000000,0.0013089,0.000000,0.000000,0.000000,0.0026178,0.000000,0.000000,0.0039267,0.0039267,0.000000,0.000000,0.013089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0195567,0.000000,0.000000,0.0404172,0.000000,0.000000,0.000000,0.0169491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00260756,0.000000,0.000000,0.0430248,0.000000,0.000000,0.000000,0.0065189,0.000000,0.000000,0.0169491,0.00130378,0.000000,0.00391134,0.000000,0.000000,0.000000,0.00260756,0.000000,0.000000,0.000000,0.000000,0.000000,0.00130378,0.000000,0.000000,0.000000,0.000000,0.0143416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.000000,0.000000,0.0142544,0.000000,0.000000,0.0175439,0.000000,0.000000,0.000000,0.0131579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00438596,0.000000,0.000000,0.00657895,0.00219298,0.000000,0.000000,0.00109649,0.000000,0.000000,0.0263158,0.000000,0.000000,0.00109649,0.000000,0.000000,0.000000,0.00219298,0.00109649,0.000000,0.000000,0.00109649,0.000000,0.000000,0.000000,0.00109649,0.000000,0.000000,0.0208333,0.00109649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.000000,0.000000,0.0124891,0.00029044,0.000000,0.0290444,0.000000,0.000000,0.000000,0.00551844,0.000000,0.000000,0.000000,0.000000,0.00029044,0.000000,0.000000,0.000000,0.00203311,0.000000,0.002614,0.0139413,0.000000,0.000000,0.000000,0.00348533,0.000000,0.000000,0.018298,0.00058089,0.000000,0.00145222,0.000000,0.000000,0.000000,0.00087133,0.000000,0.000000,0.000000,0.00174267,0.000000,0.000000,0.000000,0.00029044,0.000000,0.000000,0.0153936,0.00029044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.00025079,0.000000,0.0148468,0.00010032,0.000000,0.0345589,0.000000,0.00035111,0.000000,0.00631991,5.016e-05,0.000000,0.000000,5.016e-05,0.00010032,0.000000,0.000000,0.000000,0.00336059,0.000000,0.00245774,0.0150976,0.0006019,0.000000,0.000000,0.00391232,0.000000,0.000000,0.0131916,0.00341074,5.016e-05,0.0006019,0.000000,0.000000,0.000000,0.00120379,0.000000,0.000000,0.000000,0.0015549,0.000000,0.000000,0.00020063,0.00075237,0.000000,5.016e-05,0.0171039,0.00025079,0.000000,0.000000,0.000000,0.000000,0.000000,0.00035111,0.000000,0.000000,1
